expression,reading,meaning,tags,guid,ความหมาย,jp_sentence,th_sentence
寂しい,さびしい,"lonely, lonesome",Genki Genki_Ln.9 JLPT JLPT_N4,pi{)YOFX|t,"เหงา โดดเดี่ยว, อ้างว้าง, เปลี่ยว, เดียวดาย",一人で寂しいです。,เหงาที่อยู่คนเดียว
火,ひ,fire,JLPT JLPT_N4,gjC}:7>!AJ,"ไฟ, เปลวไฟ, เพลิง, อัคคี",火をつけてください。,กรุณาจุดไฟ
育てる,そだてる,to raise (v.t.); to bring up,Genki Genki_Ln.22 JLPT JLPT_N4,r6b~+z#uh_,"ยกขึ้น (กริยา); นำมา, เลี้ยงดู, อบรม, เพาะปลูก",子供を育てるのは大変です。,การเลี้ยงดูลูกเป็นเรื่องยาก
味噌,みそ,"miso, bean paste",JLPT JLPT_N4,FzA7odIzvp,"มิโซะ, เต้าเจี้ยว, ถั่วหมัก, ซุปมิโซะ",味噌汁は美味しいです。,ซุปมิโซะอร่อย
お祝い,おいわい,"congratulation, celebration",Intermediate_Japanese_Ln.7 JLPT JLPT_N4,sQaWTq!hP`,"ขอแสดงความยินดี, การเฉลิมฉลอง, การฉลอง, งานเลี้ยงฉลอง",お祝いのプレゼントをあげました。,ให้ของขวัญเพื่อเป็นการฉลอง
乗り物,のりもの,vehicle,JLPT JLPT_N4,i9[ZI9WM}X,"ยานพาหนะ, พาหนะ, ยานยนต์, รถ",乗り物が好きです。,ฉันชอบยานพาหนะ
案内,あんないする,"information, guidance",JLPT JLPT_N4,DO_nJ<yYaJ,"ข้อมูล คำแนะนำ, ข้อแนะนำ, ชี้แนะ, การนำทาง",駅への案内をお願いします。,กรุณาแนะนำทางไปสถานี
通う,かよう,to go back and forth; to commute,JLPT JLPT_N4,D<g$_r(YBs,"ไปๆ มาๆ; การเดินทางไปกลับ, เดินทางไปกลับ, สัญจร, วนเวียน",学校に通っています。,กำลังไปโรงเรียน
連れる,つれる,"to lead, to take (a person)",JLPT JLPT_N4,J&sg+H>0p_,"นำทาง, พา (บุคคล) ไป, พาไป, จูงไป",友達を連れて行きます。,จะพาเพื่อนไปด้วย
技術,ぎじゅつ,"technique, technology, skill",JLPT JLPT_N4,PCC!&zGiCY,"เทคนิค เทคโนโลยี ทักษะ, ฝีมือ, ความชำนาญ, ความสามารถ",この技術は素晴らしいです。,เทคโนโลยีนี้ยอดเยี่ยมมาก
小鳥,ことり,small bird,JLPT JLPT_N4,G|$muceS&O,"นกตัวเล็ก, ลูกนก, นกจิ๋ว, วิหคตัวเล็ก",小鳥が鳴いています。,นกตัวเล็กกำลังร้อง
下宿,げしゅく,"lodging, boarding house",JLPT JLPT_N4,"bmjB!,8T=p","ที่พัก, บ้านพัก, สถานที่พัก, หอพัก",下宿を探しています。,กำลังหาที่พัก
ジャム,ジャム,jam,JLPT JLPT_N4,D@h7*f7p?d,"แยม, แยมผลไม้, ผลไม้กวน, สเปรด",ジャムをパンにつけます。,ทาแยมบนขนมปัง
招待,しょうたいする,invitation,JLPT JLPT_N4,c$Y~;QF){;,"การเชิญ, คำเชิญ, การเชื้อเชิญ, ชวน",パーティーに招待されました。,ได้รับเชิญไปงานปาร์ตี้
鏡,かがみ,mirror,JLPT JLPT_N4,v%J5x[E:;(,"กระจกเงา, คันฉ่อง, แว่นเงา, กระจก",鏡で顔を見ます。,มองหน้าตัวเองในกระจก
はず,はず,it should be so,JLPT JLPT_N4,Jg5{R&fxyH,"มันควรจะเป็นเช่นนั้น, ควรจะเป็น, คาดว่าจะเป็น, น่าจะเป็น",彼は来るはずです。,เขาควรจะมา
法律,ほうりつ,law,JLPT JLPT_N4,O9|FD5Fq3.,"กฎ, ข้อบังคับ, พระราชบัญญัติ, บทบัญญัติ",法律を守ってください。,กรุณาปฏิบัติตามกฎหมาย
進む,すすむ,"to advance, to proceed",JLPT JLPT_N4,b6Re}g0};8,"เพื่อก้าวหน้า เพื่อดำเนินการต่อ, ก้าวหน้า, ไปข้างหน้า, ดำเนินต่อไป",勉強が進みません。,การเรียนไม่คืบหน้า
楽む,たのしむ,to enjoy,JLPT JLPT_N4,iCe:{Xn-6L,"เพื่อความเพลิดเพลิน, สนุกสนาน, รื่นเริง, พึงพอใจ",友達と楽しみました。,สนุกกับเพื่อน
貿易,ぼうえき,trade,JLPT JLPT_N4,bc9Yp10YbE,"ซื้อขาย, การค้า, การแลกเปลี่ยน, พาณิชย์",貿易が盛んです。,การค้ารุ่งเรือง
反対,はんたい,"oppose, opposition, resistance",JLPT JLPT_N4,KY]P)[osSM,"คัดค้าน, การต่อต้าน, การขัดขวาง, ขัดขวาง",反対意見はありませんか。,มีใครคัดค้านไหมครับ
おる,おる,-- extra-modest expression for いる --,Genki Genki_Ln.20 JLPT JLPT_N4,Adc_Jds{te,"-- สำนวนที่สุภาพเป็นพิเศษสำหรับ いな --, อยู่, มีอยู่, ดำรงอยู่",ここに人がおります。,มีคนอยู่ที่นี่ครับ
申す,もうす,-- extra-modest (humble) expression for 言う (いう) --,Genki Genki_Ln.20 JLPT JLPT_N4,e<WJ-6`NVb,"-- สำนวนที่ถ่อมตัวเป็นพิเศษ (ถ่อมตัว) สำหรับ 言本 (いう) --, พูด, บอก, กราบเรียน",先生に言いました。,ได้บอกอาจารย์
試験,しけん,an exam,Genki Genki_Ln.9 JLPT JLPT_N4,bUCd_5rR^-,"การสอบ, ข้อสอบ, ทดสอบ, สอบ",試験は難しいです。,ข้อสอบยาก
真面目,まじめ,"diligent, serious",JLPT JLPT_N4,xK*F{fx?.z,"ขยันหมั่นเพียร จริงจัง, ตั้งใจ, มุ่งมั่น, พากเพียร",彼は真面目な学生です。,เขาเป็นนักเรียนที่ตั้งใจเรียน
ごらんになる,,-- honorific expression for みる --,Genki Genki_Ln.19 JLPT JLPT_N4,k(j]!OR1gM,"-- สำนวนแสดงความเคารพ みRU --, ดู, ชม, มอง",テレビをご覧になってください。,กรุณารับชมโทรทัศน์
店員,てんいん,clerk; shop-employee,Intermediate_Japanese_Ln.6 JLPT JLPT_N4,GeFU%up;F{,"พนักงานขาย; พนักงานร้านค้า, เสมียน, ผู้ขาย, ลูกจ้างร้าน",店員に聞きます。,จะถามพนักงานร้าน
泊まる,とまる,to stay (over night) (v.i.),JLPT JLPT_N4,IbHq#Ubd>&,"พักค้างคืน (กริยาไม่ต้องการกรรม), ค้างแรม, พักแรม, ค้างคืน",ホテルに泊まります。,จะพักที่โรงแรม
よろしい,よろしい,"(hon.) good, OK, all right",JLPT JLPT_N4,Ah<}g#ysAC,"(เกียรตินิยม) ดี โอเค ตกลง, เป็นที่ยอมรับ, ใช้ได้, เรียบร้อย",それでよろしいです。,แบบนั้นก็ใช้ได้ครับ
今夜,こんや,"this evening, tonight",JLPT JLPT_N4,qWO]e*;%U},"เย็นนี้ คืนนี้, ค่ำนี้, ตอนค่ำ, ยามราตรี",今夜は雨が降るでしょう。,คืนนี้คงจะฝนตก
おつり,おつり,change; balance of money returned to the purchaser,JLPT JLPT_N4,wx#vXTnj!Z,"เงินทอน; ยอดเงินคงเหลือที่คืนให้กับผู้ซื้อ, เงินเหลือ, ส่วนต่าง, เศษเงิน",おつりは300円です。,เงินทอนคือ 300 เยน
チェックする,チェックする,check,JLPT JLPT_N4,o%*Ndg~YHB,"ตรวจสอบ, ตรวจทาน, ตรวจสอบดู, ตรวจเช็ค",予約をチェックします。,จะตรวจสอบการจอง
会話,かいわ,conversation,JLPT JLPT_N4,dD;CvmzQ9b,"การสนทนา, พูดคุย, สนทนา, แลกเปลี่ยนความคิด",会話が上手です。,พูดคุยเก่ง
空気,くうき,"air, atmosphere",Genki Genki_Ln.8 JLPT JLPT_N4,C)1Z!^eB^|,"อากาศ, บรรยากาศ, โอโซน, ลม",空気がきれいです。,อากาศบริสุทธิ์
交通,こうつう,"traffic, transportation",JLPT JLPT_N4,AyJ>}k*DyK,"การจราจร การขนส่ง, การคมนาคม, การเคลื่อนย้าย, การเดินทาง",交通が便利です。,การคมนาคมสะดวก
ワープロ,ワープロ,word processor,JLPT JLPT_N4,!Qc[fI`%{,"โปรแกรมประมวลผลคำ, เครื่องประมวลผลคำ, ซอฟต์แวร์ประมวลคำ, วอร์คโปรเซสเซอร์",ワープロで打っています。,กำลังพิมพ์ด้วยเวิร์ดโปรเซสเซอร์
喜ぶ,よろこぶ,"to rejoice, to be delighted, to be glad",JLPT JLPT_N4,DF7Py?yTD[,"ยินดี, ดีใจ, ปลื้มปิติ, เบิกบานใจ",友達が喜んでいます。,เพื่อนกำลังดีใจ
急行,きゅうこう,express train or bus,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,t]K/5%].:3,"รถไฟด่วนหรือรถบัส, เร่งด่วน, ด่วน, รวดเร็ว",急行は速いです。,รถไฟด่วนวิ่งเร็ว
皆,みな,everyone,JLPT JLPT_N4,r56e/uzKVH,"ทุกคน, ทุกท่าน, ทั้งหมด, บรรดา",皆、元気ですか。,ทุกคน สบายดีไหม
味,あじ,"flavor, taste",JLPT JLPT_N4,B]?q9zUNzO,"รสชาติ, รส, ความอร่อย, เครื่องปรุง",このりんごは甘い味です。,แอปเปิ้ลลูกนี้มีรสหวาน
空港,くうこう,airport,Genki Genki_Ln.20 JLPT JLPT_N4,Qgx/]mMiIj,"สนามบิน, ท่าอากาศยาน, ลานบิน, ที่จอดเครื่องบิน",空港へ行きます。,ไปสนามบิน
手袋,てぶくろ,glove(s),Genki Genki_Ln.10 JLPT JLPT_N4,LM6P1@!I~2,"ถุงมือ), นวม, ถุงสวมมือ, เครื่องสวมมือ",冬は手袋をします。,หน้าหนาวจะใส่ถุงมือ
校長,こうちょう,"principal, headmaster",JLPT JLPT_N4,eI/Ghjq;7/,"ผู้อำนวยการ, ครูใหญ่, อธิการ, ผู้บริหารโรงเรียน",校長先生が話します。,ผู้อำนวยการจะพูด
