expression,reading,meaning,tags,guid,ความหมาย,jp_sentence,th_sentence
規格,きかく,"standard, norm",JLPT_1 JLPT,"xzs,)in_UO","มาตรฐาน, บรรทัดฐาน, เกณฑ์, ข้อกำหนด",この製品は高い規格で作られています。,ผลิตภัณฑ์นี้ผลิตขึ้นตามมาตรฐานที่สูง
着飾る,きかざる,to dress up,JLPT_1 JLPT,HoI9}BI#^/,"แต่งตัว, แต่งกาย, ประดับประดา, สวมใส่",彼女はパーティーで着飾っていました。,เธอแต่งตัวสวยงามในงานปาร์ตี้
気兼ね,きがね,"hesitance, diffidence, feeling constraint",JLPT_1 JLPT,GRlL|p}26%,"ความลังเล ความไม่มั่นใจ ความรู้สึกถูกจำกัด, เกรงใจ, ลังเลใจ, ไม่แน่ใจ",人に気兼ねなく話せます。,ฉันสามารถพูดคุยได้อย่างสบายใจโดยไม่ต้องเกรงใจใคร
気軽,きがる,"cheerful, buoyant, lighthearted",JLPT_1 JLPT,s;sgdqP}O.,"ร่าเริง สดใส เบิกบานใจ, สบายใจ, อารมณ์ดี, แจ่มใส",彼はいつも気軽な人です。,เขาเป็นคนสบายๆ เสมอ
危機,きき,crisis,JLPT_1 JLPT,C.^&25N@a~,"วิกฤติ, ภาวะวิกฤต, วิกฤตการณ์, จุดวิกฤติ",会社は危機に瀕しています。,บริษัทกำลังเผชิญกับวิกฤต
聞き取り,ききとり,listening comprehension,JLPT_1 JLPT,soL?dWfD3o,"ความเข้าใจในการฟัง, การฟังจับใจความ, ความสามารถในการฟัง, การฟังและเข้าใจ",彼の話し方は聞き取りやすいです。,วิธีพูดของเขาฟังเข้าใจง่าย
効き目,ききめ,"effect, virtue, efficacy",JLPT_1 JLPT,"i,@$ZV_BJi","ผลกระทบ คุณธรรม ประสิทธิผล, ผลลัพธ์, ประโยชน์, ประสิทธิภาพ",この薬はよく効き目があります。,ยานี้มีผลดี
帰京,ききょう,returning to Tokyo,JLPT_1 JLPT,wzR`J2j)`0,"กลับสู่โตเกียว, กลับโตเกียว, คืนโตเกียว, เดินทางกลับโตเกียว",明日、私は帰京します。,พรุ่งนี้ฉันจะเดินทางกลับโตเกียว
戯曲,ぎきょく,"play, drama",JLPT_1 JLPT,Dx[W!Tbqvu,"ละคร, การแสดง, บทละคร, การละเล่น",その戯曲はとても面白かったです。,บทละครเรื่องนั้นสนุกมาก
基金,ききん,"fund, foundation",JLPT_1 JLPT,Jsw14fTONr,"กองทุน, มูลนิธิ, เงินทุน, ทุนสำรอง",文化振興のために基金を設立しました。,ได้จัดตั้งกองทุนเพื่อส่งเสริมวัฒนธรรม
喜劇,きげき,"comedy, funny show",JLPT_1 JLPT,vo)8mTt@2i,"รายการตลก, รายการบันเทิง, หนังตลก, การแสดงตลก",昨夜、面白い喜劇を見ました。,เมื่อคืนฉันได้ดูหนังตลกที่สนุก
議決,ぎけつ,"resolution, decision, vote",JLPT_1 JLPT,ina$-8>Dz[,"มติ, การตัดสินใจ, การลงคะแนน, การลงมติ",会議で議決が取られました。,มีการลงมติในการประชุม
棄権,きけん,"abstain from voting, renunciation of a right",JLPT_1 JLPT,yPr@u5g:%p,"งดเว้นการลงคะแนนเสียง การสละสิทธิ์, ไม่ลงคะแนน, สละสิทธิ์, ไม่ใช้สิทธิ์",彼は投票で棄権しました。,เขาไม่ลงคะแนนในการเลือกตั้ง
既婚,きこん,married,JLPT_1 JLPT,"zec,ws!-1^","แต่งงานแล้ว, มีครอบครัว, สมรสแล้ว, คู่สมรส",彼女は既婚です。,เธอแต่งงานแล้ว
気障,きざ,"affectation, conceit, snobbery",JLPT_1 JLPT,PIJe@Xxivf,"การเสแสร้ง ความเย่อหยิ่ง ความหยิ่งยโส, อวดดี, ทะนงตน, หยิ่งยโส",彼は少し気障なところがあります。,เขามีท่าทีอวดดีเล็กน้อย
記載,きさい,"mention, entry",JLPT_1 JLPT,"AtF!,w].-2","กล่าวถึง, รายการ, ระบุ, ลงทะเบียน",その本に私の名前が記載されています。,ชื่อของฉันถูกระบุไว้ในหนังสือเล่มนั้น
兆,きざし,"sign, omen, indication",JLPT_1 JLPT,KEdc345jt(,"สัญญาณ ลางบอกเหตุ ข้อบ่งชี้, ลาง, นิมิต, เครื่องบ่งชี้",天気の変化の兆しがあります。,มีสัญญาณของการเปลี่ยนแปลงของอากาศ
気質,きしつ,"character, trait, temperament",JLPT_1 JLPT,sH[}/atE{z,"ลักษณะนิสัย, คุณสมบัติ, อารมณ์, อุปนิสัย",彼女は明るい気質です。,เธอมีนิสัยร่าเริง
期日,きじつ,"fixed date, settlement date",JLPT_1 JLPT,"v,pIo6nfY,","วันที่กำหนด, วันชำระเงิน, วันครบกำหนด, กำหนดชำระ",支払いの期日を教えてください。,กรุณาบอกกำหนดชำระด้วยครับ
きしむ,きしむ,"to jar, to creak, to grate",JLPT_1 JLPT,JyV83hu3eM,"เสียงดังเอี๊ยดอ๊าด เสียงดังครืดคราด, เสียงเสียดสี, เสียงเอี๊ยดอ๊าด, ดังกรอบแกรบ",古いドアがきしむ音がしました。,ได้ยินเสียงประตูกลั่นเอี๊ยดอ๊าด
議事堂,ぎじどう,Diet building,JLPT_1 JLPT,ku.2udaM_,"การสร้างอาหาร, อาคารรัฐสภา, ที่ประชุมรัฐสภา, ตึกรัฐสภา",国会議事堂を見学しました。,ฉันไปเยี่ยมชมอาคารรัฐสภา
記述,きじゅつ,"describing, descriptor",JLPT_1 JLPT,keg8V#>EyG,"อธิบาย, คำอธิบาย, พรรณนา, บรรยาย",その出来事について詳しく記述してください。,กรุณาอธิบายเกี่ยวกับเหตุการณ์นั้นอย่างละเอียด
気象,きしょう,"weather, climate",JLPT_1 JLPT,i8sg{g&{j*,"สภาพอากาศ ภูมิอากาศ, อากาศ, สภาวะอากาศ, ภูมิประเทศ",気象予報士が天気予報をします。,นักพยากรณ์อากาศจะพยากรณ์อากาศ
傷付く,きずつく,"to be hurt, to be wounded, to get injured",JLPT_1 JLPT,g#?]Ssa:Ux,"ได้รับบาดเจ็บ, ถูกทำร้าย, ได้รับบาดแผล, เจ็บปวด",転んで足が傷付きました。,ฉันล้มลงและขาได้รับบาดเจ็บ
傷付ける,きずつける,"to wound, to hurt someone's feelings",JLPT_1 JLPT,W04_o[&8W,"ทำให้บาดเจ็บ ทำให้ความรู้สึกของใครบางคนเจ็บปวด, ทำร้าย, ทำให้เจ็บปวด, สร้างบาดแผล",彼の言葉は私の心を傷付けました。,คำพูดของเขาสร้างความเจ็บปวดให้กับใจฉัน
犠牲,ぎせい,sacrifice,JLPT_1 JLPT,eAtE.H0;PV,"เสียสละ, การพลีชีพ, สละชีวิต, พลี",戦争では多くの犠牲者が出ました。,สงครามทำให้เกิดเหยื่อจำนวนมาก
汽船,きせん,steamship,JLPT_1 JLPT,"gyZ:?sW,`(","เรือกลไฟ, เรือไอน้ำ, เรือกลจักรไอน้ำ, เรือเดินสมุทร",昔は汽船で旅行しました。,สมัยก่อนเดินทางด้วยเรือกลไฟ
寄贈,きぞう,"donation, presentation",JLPT_1 JLPT,k3nUp@KIzg,"การบริจาค การนำเสนอ, บริจาค, มอบให้, ถวาย",彼は図書館に本を寄贈しました。,เขาบริจาคหนังสือให้กับห้องสมุด
偽造,ぎぞう,"forgery, fabrication, counterfeiting",JLPT_1 JLPT,K;j2M?f~?!,"การปลอมแปลง การสร้างของปลอม การลอกเลียนแบบ, ปลอมแปลง, ทำปลอม, ของปลอม",偽造通貨に注意してください。,โปรดระวังธนบัตรปลอม
貴族,きぞく,"noble, aristocrat",JLPT_1 JLPT,inVAX<UF+i,"ขุนนาง, ชนชั้นสูง, อภิชน, ผู้ดี",昔、貴族という人々がいました。,ในอดีตมีผู้คนที่เป็นชนชั้นสูง
議題,ぎだい,"topic of discussion, agenda",JLPT_1 JLPT,Q@WjbgZGbs,"หัวข้อการอภิปราย วาระการประชุม, หัวข้อประชุม, ประเด็นหารือ, วาระ",会議の議題は何ですか？,หัวข้อการประชุมคืออะไร?
