expression,reading,meaning,tags,guid,ความหมาย,jp_sentence,th_sentence
仕事,しごと,"work, job, occupation, employment",Genki Genki_Ln.1 Genki_Ln.8 JLPT JLPT_5 JLPT_N5,BpR$XStq*~,"งาน, อาชีพ, การจ้างงาน, หน้าที่",仕事は忙しいです。,งานยุ่ง
辞書,じしょ,dictionary,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,Ls?+XP<x!7,"พจนานุกรม, ดิกชันนารี, อภิธานศัพท์, หนังสือศัพท์",辞書を引きます。,ฉันเปิดพจนานุกรม
静か,しずか,"quiet, calm",JLPT JLPT_5 JLPT_N5,P>BDZl[pK4,"เงียบสงบ, สงบ, นิ่ง, สันติ",部屋は静かです。,ห้องเงียบ
下,した,"under, below, beneath",JLPT JLPT_3 JLPT_5 JLPT_N5,j8V7%&V*V9,"ใต้, ข้างล่าง, ด้านล่าง",机の下に箱があります。,มีกล่องอยู่ใต้โต๊ะ
七,しち,seven,JLPT JLPT_3 JLPT_5 JLPT_N5,d9Ei.i(]l3,"เจ็ด, เลขเจ็ด, สัปตะ, สัต",七時です。,เป็นเวลาเจ็ดโมง
質問,しつもん,"question, inquiry",Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,hbG&tzjk([,"คำถาม การสอบถาม, ข้อสงสัย, เรื่องถาม, ประเด็นคำถาม",質問があります。,มีคำถามครับ/ค่ะ
自転車,じてんしゃ,bicycle,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,cQ/jE!IBMW,"จักรยาน, รถจักรยาน, ยานปั่น, สองล้อ",自転車で学校へ行きます。,ฉันปั่นจักรยานไปโรงเรียน
自動車,じどうしゃ,automobile,JLPT JLPT_5 JLPT_N5,s>B81r@vvP,"รถยนต์, รถเก๋ง, ยานพาหนะ, รถเครื่อง",自動車が来ました。,รถยนต์มาถึงแล้ว
死ぬ,しぬ,to die,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,DTv8zMSE:A,"ตาย, สิ้นชีวิต, มรณะ, ดับชีพ",鳥が死にました。,นกตัวนั้นตายแล้ว
字引,じびき,dictionary,JLPT JLPT_5 JLPT_N5,"q(KV,tLbs@","พจนานุกรม, ดิกชันนารี, หนังสือศัพท์, อภิธานศัพท์",字引を借りました。,ฉันยืมพจนานุกรมมา
自分,じぶん,"myself, oneself",Genki Genki_Ln.17 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,PVgO:!yY%&,"ตัวฉันเอง, ตนเอง, ตัวเอง, เราเอง",自分できれいにしました。,ฉันทำความสะอาดด้วยตัวเอง
閉まる,しまる,"to close, to be closed",JLPT JLPT_5 JLPT_N5,gcQz%z-FEM,"ปิด, จะถูกปิด, ปิดลง, ปิดสนิท",ドアが閉まりました。,ประตูถูกปิดแล้ว
閉める,しめる,"to close, to shut",JLPT JLPT_3 JLPT_5 JLPT_N5,gf.^6?5[K1,"ปิด, ยุติ, ปิดกั้น, ปิดประตู",窓を閉めます。,ฉันจะปิดหน้าต่าง
締める,しめる,"to tie, to fasten, to tighten",JLPT JLPT_3 JLPT_5 JLPT_N5,zslBUbe/:),"ผูก, รัด, ทำให้แน่น, มัดให้แน่น",ネクタイを締めてください。,กรุณาผูกเนคไทให้แน่น
じゃ; じゃあ,じゃ; じゃあ,"well, well then",JLPT JLPT_3 JLPT_5 JLPT_N5,I*;H$6{i?j,"เอาล่ะ เอาล่ะ งั้นก็..., โอเค, ดีเลย, เช่นนั้น",じゃ、また明日。,งั้น เจอกันพรุ่งนี้นะ
写真,しゃしん,a picture; a photograph,Genki Genki_Ln.4 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,uE&XA7mYm9,"รูปภาพ; ภาพถ่าย, ภาพวาด, ภาพเหมือน, ภาพ",写真を見ます。,ฉันดูรูปถ่าย
シャツ,シャツ,shirt,Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,ubVcrQ$8%@,"เสื้อ, เชิ้ต, เสื้อยืด, เสื้อลำลอง",このシャツはきれいです。,เสื้อเชิ้ตตัวนี้สะอาด
シャワー,シャワー,shower,JLPT JLPT_5 JLPT_N5,op46S^HFU7,"อาบน้ำ, ฝักบัว, การอาบ, อาบฝักบัว",シャワーを浴びます。,ฉันอาบน้ำ
十,じゅう,ten,JLPT JLPT_3 JLPT_5 JLPT_N5,t#RE}A*?;i,"สิบ, เลขสิบ, จำนวนสิบ, หนึ่งสิบ",本を十冊買いました。,ฉันซื้อหนังสือสิบเล่ม
～中,～じゅう,"during, while",JLPT JLPT_2 JLPT_5 JLPT_N5,GjJjAMMc<N,"ระหว่าง, ขณะที่, ในช่วง, ตลอดเวลา",一日中勉強しました。,ฉันเรียนทั้งวัน
～週間,～しゅうかん,~ weeks,JLPT JLPT_5 JLPT_N5,B5/n=cEC&j,"~ สัปดาห์, ~ อาทิตย์, ~ เจ็ดวัน, ~ ห้วงเวลาสัปดาห์",二週間旅行しました。,ฉันไปเที่ยวสองสัปดาห์
授業,じゅぎょう,a class (of school),Genki Genki_Ln.11 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_2 JLPT_5 JLPT_N5,In^9^.q{~0,"ชั้นเรียน (ของโรงเรียน), คาบเรียน, การเรียน, ชั่วโมงเรียน",授業が始まります。,ชั้นเรียนเริ่มแล้ว
宿題,しゅくだい,homework,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,PE;OT+iIoY,"การบ้าน, งานบ้าน, แบบฝึกหัด, งานมอบหมาย",宿題をしました。,ฉันทำการบ้านแล้ว
上手,じょうず,"be good at, skillful",JLPT JLPT_5 JLPT_N5,zE7uPe$TPk,"เก่ง มีทักษะ, ชำนาญ, เชี่ยวชาญ, มีฝีมือ",日本語が上手ですね。,ภาษาญี่ปุ่นของคุณเก่งมากเลยนะครับ/คะ
丈夫,じょうぶ,"strong, solid, durable",JLPT JLPT_5 JLPT_N5,"rzxPYrs,=L","แข็งแรง ทนทาน, มั่นคง, คงทน, ไม่แตกหัก",この椅子は丈夫です。,เก้าอี้ตัวนี้แข็งแรง
醤油,しょうゆ,soy sauce,Genki Genki_Ln.18 JLPT JLPT_5 JLPT_N5,Cx=6Q3yGAf,"ซอสถั่วเหลือง, ซีอิ๊ว, น้ำซีอิ๊ว, เครื่องปรุงรสถั่วเหลือง",醤油をかけます。,ฉันใส่น้ำซอสถั่วเหลือง
食堂,しょくどう,"cafeteria, dining hall",Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,q/e+PknS.X,"โรงอาหาร, ห้องรับประทานอาหาร, ศูนย์อาหาร, ห้องอาหาร",食堂で食べます。,ฉันกินข้าวที่โรงอาหาร
知る,しる,"to know, to understand",Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,jmoS>4h`&Q,"เพื่อที่จะรู้ เพื่อที่จะเข้าใจ, ทราบ, รับรู้, ตระหนัก",そのことを知っています。,ฉันรู้เรื่องนั้น
白,しろ,white,JLPT JLPT_3 JLPT_5 JLPT_N5,?4vV_taj),"สีขาว, ขาว, ขาวจั๊วะ, ขาวสะอาด",白が好きです。,ฉันชอบสีขาว
白い,しろい,white,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,yL-#%FMe~@,"สีขาว, ขาว, ขาวจั๊วะ, ขาวสะอาด",白い花がきれいです。,ดอกไม้สีขาวสวยงาม
～人,～じん,counter for people,JLPT JLPT_5 JLPT_N5,cRB`piJTT=,"เคาน์เตอร์สำหรับคน, จำนวนคน, หน่วยนับบุคคล, คน",日本人です。,ฉันเป็นคนญี่ปุ่น
新聞,しんぶん,newspaper,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,u)<uacY_Qa,"หนังสือพิมพ์, นสพ., ข่าวรายวัน, สิ่งพิมพ์ข่าว",新聞を読みます。,ฉันอ่านหนังสือพิมพ์
水曜日,すいようび,Wednesday,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,kl%)(*`5]a,"วันพุธ, พุธ, กลางสัปดาห์, วันสีเขียว",水曜日は休みです。,วันพุธเป็นวันหยุด
吸う,すう,"to breathe in, to suck",JLPT JLPT_3 JLPT_5 JLPT_N5,wwi3CXCv2|,"หายใจเข้า, ดูด, สูดลมหายใจ, สูบ",タバコを吸いますか。,คุณสูบบุหรี่ไหม
スカート,スカート,skirt,Genki Genki_Ln.18 JLPT JLPT_5 JLPT_N5,NE$eFg+K&Y,"กระโปรง, ผ้าถุง, ผ้านุ่ง, ผ้าซิ่น",スカートをはきます。,ฉันใส่กระโปรง
好き,すき,"liking, fondness, love",JLPT JLPT_5 JLPT_N5,B}kz{&9>=0,"ความชอบ ความชื่นชอบ ความรัก, ความโปรดปราน, ความถูกใจ, ความเสน่หา",猫が好きです。,ฉันชอบแมว
～すぎ,～すぎ,"past; to exceed, ~ too much",JLPT JLPT_5 JLPT_N5,D/A*oT1;-^,"ในอดีต; เกินกว่า ~ มากเกินไป, ที่ผ่านมา, เกินขนาด, เลยเถิด",食べすぎました。,ฉันกินมากเกินไป
少ない,すくない,a little; a few,Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,O}E#|bt5>=,"เล็กน้อย; สองสาม, นิดหน่อย, ไม่มาก, จำนวนน้อย",お客さんが少ないです。,ลูกค้ามีน้อย
すぐに,すぐに,"immediately, soon",JLPT JLPT_5 JLPT_N5,c+_z#9>We^,"ทันที เร็วๆ นี้, เดี๋ยวนี้, โดยพลัน, ฉับพลัน",すぐに帰ります。,ฉันจะกลับเดี๋ยวนี้
少し,すこし,"little, few",Genki Genki_Ln.21 JLPT JLPT_5 JLPT_N5,LEWblI/l<),"เล็กน้อย น้อยนิด, นิดหน่อย, ไม่มาก, ไม่กี่",少し待ちます。,ฉันจะรอสักครู่
涼しい,すずしい,"cool, refreshing (in reference to weather)",Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,y%0&)B2:*;,"เย็นสบาย สดชื่น (ในบริบทของสภาพอากาศ), อากาศเย็น, เย็น, อากาศสบาย",今日は涼しいです。,วันนี้อากาศเย็นสบาย
～ずつ,～ずつ,at a time,JLPT JLPT_5 JLPT_N5,e7*dq)(1^5,"ครั้งละหนึ่ง, ทีละ, แต่ละครั้ง, ต่อครั้ง",一つずつ取ってください。,กรุณาหยิบทีละชิ้น
ストーブ,ストーブ,heater (lit: stove),Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,xw_f78(-:7,"เครื่องทำความร้อน (ใช้คำว่า: เตา), เตาผิง, ฮีทเตอร์, เครื่องให้ความอบอุ่น",ストーブをつけます。,ฉันเปิดเครื่องทำความร้อน
スプーン,スプーン,spoon,JLPT JLPT_5 JLPT_N5,FjQLk(n?P#,"ช้อน, ที่ตัก, ช้อนกินข้าว, อุปกรณ์ตักอาหาร",スプーンで食べます。,ฉันกินด้วยช้อน
スポーツ,スポーツ,sport(s),Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,F^wO!?E%?^,"กีฬา, พลศึกษา, การออกกำลังกาย, การเล่นกีฬา",スポーツが好きです。,ฉันชอบกีฬา
ズボン,ズボン,trousers,JLPT JLPT_5 JLPT_N5,"FU-<z{1,6(","กางเกงขายาว, กางเกง, กางเกงสแลค, กางเกงทำงาน",ズボンをはきます。,ฉันใส่กางเกง
住む,すむ,"to reside, to live in",JLPT JLPT_3 JLPT_5 JLPT_N5,ym>?}%jeF+,"อาศัยอยู่, อยู่ใน, พำนัก, พักอาศัย",大阪に住んでいます。,ฉันอาศัยอยู่ที่โอซาก้า
する,する,"to do, to try; to wear small items (e.g., necktie, watch, etc.)",Genki Genki_Ln.17 JLPT JLPT_3 JLPT_5 JLPT_N5,"LT|A_z,G+T","ทำ, ลอง; สวมใส่สิ่งของชิ้นเล็กๆ (เช่น เนคไท นาฬิกา เป็นต้น), กระทำ, ใส่",本を読みます。,ฉันอ่านหนังสือ
座る,すわる,to sit,JLPT JLPT_5 JLPT_N5,dn)bcr6wXa,"นั่ง, นั่งลง, ลงนั่ง, ประทับ",椅子に座ります。,ฉันนั่งบนเก้าอี้
背,せい,"(one's) height, stature",Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,xQDy{9R)S2,"ส่วนสูง, รูปร่าง, ความสูง, ขนาดตัว",背が高いです。,ฉันตัวสูง
生徒,せいと,student; pupil,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_5 JLPT_N5,c2wTXo?)*o,"นักเรียน; นักศึกษา, ลูกศิษย์, ผู้เรียน, ผู้ศึกษา",生徒が来ました。,นักเรียนมาถึงแล้ว
セーター,セーター,sweater,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,NSeOhKH2D6,"เสื้อกันหนาว, เสื้อสเวตเตอร์, เสื้อไหมพรม, เสื้อวอร์ม",セーターを着ます。,ฉันใส่เสื้อกันหนาว
石鹸,せっけん,soap,JLPT JLPT_5 JLPT_N5,tY/1~r6Mz5,"สบู่, ก้อนสบู่, สบู่เหลว, ผลิตภัณฑ์อาบน้ำ",石鹸で手を洗います。,ฉันล้างมือด้วยสบู่
背広,せびろ,men's suit,Intermediate_Japanese Intermediate_Japanese_Ln.9 JLPT JLPT_5 JLPT_N5,w`:i7/YHYU,"ชุดสูทผู้ชาย, สูท, ชุดสากล, ชุดทางการ",背広を着ます。,ฉันใส่ชุดสูท
狭い,せまい,narrow; not spacious,Genki Genki_Ln.12 Intermediate_Japanese Intermediate_Japanese_Ln.15 JLPT JLPT_5 JLPT_N5,yDZurM]5mn,"แคบ ไม่กว้างขวาง, คับแคบ, จำกัด, เล็ก",道が狭いです。,ถนนแคบ
